image,generated_caption
3639684919.jpg,a woman in a red shirt and a woman in a white dress are standing in front of a microphone
3184112120.jpg,a woman in a red dress is standing in front of a group of people
2161799386.jpg,a man in a blue shirt is holding a baby
2795352290.jpg,a woman in a pink shirt is holding a baby
5445317867.jpg,a man in a white shirt is riding a bike
378398142.jpg,a man in a blue shirt is standing in front of a store
3214576889.jpg,a man in a blue shirt is working on a <unk>
3162399420.jpg,a woman in a pink shirt is holding a camera
4025432630.jpg,a man in a white shirt and black pants is standing in a field
3515665835.jpg,a man in a red shirt is riding a dirt bike
2730560023.jpg,a man in a white shirt is cooking
4671818924.jpg,a man in a blue shirt is walking down the street
76851943.jpg,a group of people are gathered around a large crowd
4365033584.jpg,a man in a blue shirt is sitting on a rock
2134495868.jpg,a man in a blue shirt is standing in front of a car
2675643250.jpg,a group of people are playing basketball
7197722562.jpg,a group of people are walking through a large city
4185776966.jpg,a group of people are walking on a beach
363050622.jpg,a man in a blue shirt is working on a project
369893824.jpg,a man in a white shirt is sitting on a couch
2009636597.jpg,a man in a blue shirt is sitting on a bench
480858814.jpg,a man in a blue shirt is standing in front of a building
4961047341.jpg,a woman in a red shirt and a woman in a red shirt are standing in front of a building
2393924525.jpg,a man in a white shirt is playing tennis
388836789.jpg,a man in a blue shirt is standing on a rock
2575846076.jpg,a football player is running in a field
4500612934.jpg,a snowboarder is riding down a snowy hill
2440052951.jpg,a man in a blue shirt is riding a bike
3896057129.jpg,a man in a blue shirt is standing in front of a store
2634290212.jpg,a woman in a red dress is dancing
4646799327.jpg,a man in a blue shirt is standing in front of a building
6828313172.jpg,a man in a white shirt is playing a basketball game
2065875490.jpg,a man in a black jacket walking down the street
2485788356.jpg,a man in a blue shirt is holding a broom
6749663099.jpg,a man in a blue shirt is working on a computer
2236895638.jpg,a woman in a white shirt is selling produce
4622340284.jpg,a man in a black shirt is sitting on a bench
188552459.jpg,a man in a blue shirt is standing on a sidewalk
3849318202.jpg,a man in a black shirt is walking on the beach
484093882.jpg,a man in a blue shirt is standing on a dock
243728508.jpg,a man in a blue shirt is standing on a wooden ledge
4505032796.jpg,a man in a black shirt and black pants is sitting on a bench
4635113623.jpg,a man in a blue shirt is standing in front of a store
1484711469.jpg,a man in a yellow shirt is working on a train
4475414865.jpg,a man in a red shirt is riding a motorcycle
476919777.jpg,a man in a blue shirt is sitting on a bench
2481116473.jpg,a woman in a red dress is standing in front of a crowd
3458125058.jpg,a group of people are sitting in a circle
4934343751.jpg,a man in a blue shirt is sitting on a bench
18056405.jpg,a man in a blue shirt is sitting on a bench
180506881.jpg,a man in a blue shirt is standing in front of a building
3401902253.jpg,a black dog runs through the water
5450688421.jpg,a man in a white shirt is standing in front of a <unk>
7011674039.jpg,a man in a red shirt is riding a motorcycle
6185163733.jpg,two soccer players are playing soccer
177591612.jpg,a man in a blue shirt is sitting on a stool in front of a building
7414768750.jpg,a man in a blue shirt is holding a <unk>
4951538722.jpg,a man in a blue shirt is walking down the street
1130369873.jpg,a dog runs through the water
5821273614.jpg,a man in a black jacket and black pants is walking down the sidewalk
816981408.jpg,a woman in a red shirt and a woman in a black dress are standing in front of a building
2045336190.jpg,a group of people are sitting around a table
687019615.jpg,a man in a blue shirt is standing in front of a building
862683343.jpg,a man in a black shirt is riding a horse
19570587.jpg,a man in a black shirt is standing in front of a <unk>
7124622147.jpg,a man in a baseball uniform is playing a baseball game
5614715384.jpg,a woman in a pink dress is walking down a street
543102698.jpg,a young girl in a pink shirt is holding a little girl in a pink shirt
3445338069.jpg,a soccer player in a red uniform is playing soccer
2061781501.jpg,a man in a blue shirt is sitting on a chair
7512556880.jpg,a man in a blue shirt is playing a game of volleyball
4747562382.jpg,a man in a blue shirt is standing on a swing
7596563022.jpg,a man in a black shirt is riding a horse
4808904644.jpg,a man in a blue shirt is standing on a sidewalk
2949762776.jpg,a group of people are standing in a stadium
3883055159.jpg,a man in a black shirt is sitting on a couch
4970971349.jpg,a man in a black shirt and jeans is walking down the street
462653883.jpg,a man in a blue shirt is working on a <unk>
196381488.jpg,a woman in a black shirt is holding a camera
6879527197.jpg,a man in a red shirt is riding a bike
4488946680.jpg,a man in a white shirt is sitting at a table with a <unk>
5457873764.jpg,a man in a blue shirt is standing on a beach
5326364547.jpg,a man in a blue shirt is standing on a boat
3433526767.jpg,a man in a blue shirt is standing in front of a <unk>
4567351389.jpg,a group of people are walking in a parade
4515460.jpg,a man in a blue shirt is standing in front of a building
3928395936.jpg,a man in a white shirt is jumping in the air
8231853822.jpg,a man in a black shirt and black pants is playing a guitar
4615498560.jpg,a man in a white shirt is playing a guitar
2461641877.jpg,a man in a blue shirt is sitting on a bench
5062544126.jpg,a man in a black shirt is sitting at a table with a laptop
4756089621.jpg,a man in a blue shirt is standing on a street
4940658327.jpg,a man in a blue shirt is sitting on a bench
4630825353.jpg,a man in a blue shirt is sitting on a bench
4971194812.jpg,a man in a white shirt is standing in front of a microphone
4575535313.jpg,a man in a black shirt is standing in front of a <unk>
2212734287.jpg,a man in a blue shirt is riding a red car
2769605231.jpg,a dog jumps over a hurdle
183656175.jpg,a man in a blue shirt is sitting on a bench
2806694193.jpg,a man in a blue shirt is skateboarding
4511585083.jpg,a black dog is playing with a black dog
4236435111.jpg,a young girl in a red shirt and a girl in a pink dress are walking down a path
91251257.jpg,a man in a blue shirt is standing in front of a building
314779208.jpg,a man in a blue shirt is standing in front of a crowd
7308070356.jpg,a man in a white shirt is cooking
2616284322.jpg,a man in a black shirt is riding a horse
4418471031.jpg,a man in a blue shirt is sitting on a bench
3475552729.jpg,a man in a blue shirt is playing a <unk>
1056415186.jpg,a woman in a black shirt is sitting on a couch
3189293145.jpg,a black and white dog is jumping over a yellow and white fence
4783827768.jpg,a man is riding a skateboard on a ramp
3661230589.jpg,a man in a blue shirt is jumping in the air
2156328004.jpg,soccer players in red uniforms playing soccer
1436760519.jpg,a dog is running through a field
2527525680.jpg,a young boy in a blue shirt is running through a field of grass
4652878735.jpg,a man in a black shirt and black pants is standing in front of a crowd
8063022480.jpg,a man in a red shirt is riding a bike
445140686.jpg,a woman in a pink dress is holding a little girl in a pink dress
532457586.jpg,a man in a blue shirt is sitting on a bench
6291644661.jpg,two hockey players are competing
5455501634.jpg,a group of people are standing in a large crowd
7498906026.jpg,a skateboarder doing a trick on a ramp
2183468990.jpg,a woman in a black jacket and black pants is standing in front of a <unk>
390992102.jpg,a man in a blue shirt is standing on a dock
256439287.jpg,a man sitting on a bench
691770760.jpg,a man in a white shirt is standing in a field
3638459638.jpg,a man in a black wetsuit is surfing
537579448.jpg,a young boy in a blue shirt is playing soccer
4599613408.jpg,a man in a blue shirt is walking down the street
2716903793.jpg,a group of people are walking on a dirt road
4716793596.jpg,a group of people are playing basketball
404850242.jpg,a man in a black shirt is standing in front of a crowd
2467821766.jpg,a man in a red shirt is walking down a snowy mountain
3613800013.jpg,a dog runs through the grass
4037153114.jpg,a woman in a black shirt and black pants is singing into a microphone
4447650454.jpg,a man in a red shirt is standing on a ladder
3217893350.jpg,a group of people are standing on a beach
1174629344.jpg,a group of people are walking down a street
2567145979.jpg,a man in a black shirt and black pants is standing in front of a car
4830347956.jpg,a race car races down the road
4604103482.jpg,a man in a black shirt is playing a basketball game
5536289343.jpg,a man in a white shirt is cooking food
3393152604.jpg,a black dog is playing with a stick
3688343105.jpg,a man in a white shirt is standing in front of a crowd
6953886164.jpg,a man in a blue shirt is surfing
7430272380.jpg,a man in a blue shirt is playing tennis
4788006130.jpg,a man in a blue shirt is surfing
4051308506.jpg,a man in a blue shirt is standing in front of a building
3663905588.jpg,a man in a red shirt is dancing
4456044325.jpg,a man in a black shirt and jeans is walking down a busy street
4442387924.jpg,a man in a blue shirt is sitting on a bench
4802552043.jpg,a man in a blue shirt is standing in front of a building
4886651712.jpg,a group of people are walking in a parade
442987551.jpg,a young boy is sitting on a couch with a baby
4612143549.jpg,a group of people are standing in a river
4930614976.jpg,a woman in a pink dress is dancing
487894806.jpg,a dog is jumping over a hurdle
4851351270.jpg,a woman sitting on a bench
3169163556.jpg,a woman in a red shirt and a woman in a red shirt are standing in front of a building
4961837438.jpg,a man in a black shirt is standing in front of a store
3361278843.jpg,a man in a blue shirt is standing in front of a crowd
140774394.jpg,a man in a blue shirt is standing in front of a <unk>
4733158624.jpg,a man in a blue shirt is standing in front of a <unk>
4524006530.jpg,a group of people are sitting on a bench
38476490.jpg,a group of people are sitting around a table
